artist,n_songs,n_tokens,ttr,hapax_ratio,mat_density,sentiment_lex,top_emotions,year_min,year_max
Многоточие,336,107850,0.5795467257302802,0.4345499192486616,0.004174084277329881,0.016509226375651352,"joy:2026,sadness:870,anger:454",1998.0,2008.0
Баста,293,122340,0.554094240858237,0.4221648643488687,0.008910393217346862,0.010187792143036709,"joy:1328,sadness:389,fear:334",1980.0,2025.0
Егор Крид,154,40501,0.4260074913223075,0.2739452014989775,0.0010692112584889352,0.03586695418380237,"joy:1345,sadness:354,anger:54",2015.0,2016.0
Drago,144,46640,0.48599083885578576,0.3363798870635512,0.0048558361111429365,0.03319034165010796,"joy:1464,anger:158,sadness:114",2005.0,2005.0
OBLADAET,139,44064,0.5866686965209938,0.44446051148746735,0.0064061652442190435,0.008399201972372032,"joy:317,fear:90,sadness:87",2015.0,2018.0
Тони Раут,138,39665,0.5867048774807547,0.43785159570197496,0.005777416120384873,-6.527343299370545e-05,"joy:493,fear:301,anger:258",2010.0,2022.0
Jah Khalib,124,33187,0.5405961362437605,0.3798973402302236,0.0011056875779088121,0.021947787261887144,"joy:662,sadness:227,surprise:93",2016.0,2019.0
ST,123,40207,0.47351016028010584,0.32811138492756636,0.0010862121469856674,0.021225740255102196,"joy:762,sadness:175,anger:74",1991.0,2015.0
Гарри Топор,115,35455,0.6203296395641406,0.4837894014816276,0.005113659781874195,0.001858022925416208,"joy:358,anger:200,fear:164",2012.0,2013.0
Рем Дигга,113,39922,0.6447274989168892,0.5109320019129268,0.007341514975155946,0.003825923574499364,"joy:428,sadness:184,fear:166",2011.0,2022.0
АК-47,73,28345,0.5182374891750775,0.3869846008166699,0.015217132952704824,0.007492317734929321,"joy:231,disgust:67,sadness:43",2009.0,2016.0
Loqiemean,59,13480,0.6423117063875551,0.5177169610675474,0.0036495754434277923,0.007608064593837073,"joy:178,sadness:101,anger:51",2016.0,2016.0
Эндшпиль,55,17338,0.5711602829457151,0.4260776163388708,0.0028862533092077793,0.03944520105697402,"joy:603,sadness:121,anger:29",2016.0,2020.0
25/17,48,13383,0.5608077446971254,0.4139733098798593,0.0006608294115589326,0.02908749746587731,"joy:291,fear:53,sadness:53",2005.0,2023.0
Скруджи,45,11347,0.5606705771768193,0.43037093016211597,0.003992830822800746,0.0085916885932962,"joy:78,anger:39,disgust:34",2016.0,2016.0
Гуф,32,14715,0.5687714763171945,0.42241485875518436,0.011469522392235934,0.007696343588386938,"joy:167,sadness:28,fear:26",1979.0,2024.0
Смоки Мо,31,11840,0.5457533772245501,0.4060239631185465,0.0018826970871888046,0.018881765766062347,"joy:179,sadness:62,fear:49",2004.0,2026.0
Каста,29,12669,0.548088752805409,0.4158178151123563,0.003789344721323357,0.01660028712361725,"joy:186,sadness:33,anger:31",1999.0,2024.0
Мот,29,5626,0.49321080076616747,0.33711729954380637,0.0013175491930198684,0.012059751955842262,"joy:58,sadness:17,fear:6",2010.0,2026.0
Oxxxymiron,27,11247,0.6007297373644304,0.4761761608647526,0.009240899178366638,0.0028652242598652014,"joy:84,sadness:32,anger:21",2011.0,2023.0
PHARAOH,26,6949,0.5465861106894427,0.4125347143590762,0.01662680597051158,0.0008960350504007813,"joy:59,sadness:47,fear:13",2014.0,2026.0
DRAGO,24,7486,0.5176472104425046,0.3620238973693904,0.006988589068699415,0.01992842012696366,"joy:114,sadness:18,anger:16",,
the Chemodan,24,8149,0.5835594255181027,0.44259966624151287,0.004800784230195155,0.006324911411009494,"joy:79,fear:31,sadness:30",2008.0,2023.0
Король,24,4414,0.5397567876618549,0.36449166354161117,0.00016087516087516087,0.010675532404907937,"joy:82,fear:30,sadness:21",1997.0,2023.0
Кровосток,24,7046,0.6410540933044054,0.5091003975617344,0.023859579263999096,0.006544406614639824,"joy:73,fear:29,anger:10",2004.0,2023.0
Птаха,24,10180,0.5318238657872859,0.390270877635928,0.008786542453485644,0.019923479667500816,"joy:156,sadness:29,fear:24",2008.0,2025.0
ТГК,24,9379,0.5618568707357768,0.42010365670807337,0.008788102136712174,0.01345071138299093,"joy:100,sadness:23,anger:15",2009.0,2026.0
Centr,23,8246,0.5794584742986612,0.4383341184560657,0.009591215140806962,0.013824466884893997,"joy:96,disgust:16,sadness:15",2011.0,2024.0
Johnyboy,23,8195,0.5369039422484836,0.4011712273416119,0.009784788464716854,0.0067813390824259115,"joy:98,sadness:38,anger:22",2009.0,2024.0
Сява,23,5999,0.5404715178282798,0.38897006420716784,0.04726770613724887,0.005106707866199488,"joy:34,sadness:28,disgust:6",2008.0,2023.0
Noize MC,22,8458,0.534533175137369,0.4009571015914922,0.007321935624652085,0.006955347998845864,"joy:84,anger:25,fear:24",2017.0,2022.0
Вульгарный Тонн,22,8991,0.5608549642645095,0.42184131333065994,0.007246293709507534,0.00851219659324113,"joy:94,anger:36,sadness:24",2008.0,2022.0
Серёга,22,5582,0.4241636283898594,0.25043550836687234,0.014104194772793503,0.0004980103064475077,"joy:56,fear:54,sadness:18",,
Эльбрус Джанмирзоев,22,5396,0.42606598035191207,0.2695697711511849,0.00021958717610891522,0.04248216955542858,"joy:173,sadness:33,fear:19",2014.0,2022.0
Truwer,20,7611,0.49192900747934554,0.3529698459324567,0.005627786184012648,0.005182057810497646,"joy:36,fear:13,sadness:10",2013.0,2023.0
Скриптонит,20,8058,0.46277725768765776,0.31566782743153404,0.006472016785432855,0.017494350950931423,"joy:97,sadness:15,disgust:14",2013.0,2026.0
Boulevard Depo,19,6830,0.5250864335533079,0.38530616813206536,0.012033225440838357,0.008171618097338323,"joy:43,sadness:13,anger:9",2014.0,2026.0
НОМ,19,3812,0.6056967488068218,0.46068895393428066,0.00022007687347022525,0.008137280616651962,"joy:46,sadness:43,surprise:8",1995.0,2026.0
Тимати,19,7240,0.4844665094978669,0.34275241331520356,0.001713229023924041,0.026868554927295923,"joy:141,sadness:29,disgust:16",2008.0,2023.0
Триада,19,7622,0.5582839665516895,0.42239205282578535,0.0010653809893934807,0.02159308827910651,"joy:131,sadness:44,anger:17",2004.0,2024.0
Markul,18,6381,0.4640367820204124,0.3089192254178337,0.0011744655779621688,0.010621115155560289,"joy:87,sadness:23,anger:12",2011.0,2025.0
Slim,18,6160,0.583493584666765,0.43623530288010404,0.005410283577565285,0.019199467303869143,"joy:106,sadness:29,anger:5",1919.0,2024.0
Thomas Mraz,18,4724,0.47898633739345964,0.31420102514211823,0.007842345008273641,0.013948012069485446,"joy:74,sadness:25,fear:9",2013.0,2025.0
Децл,18,5523,0.5122898807761902,0.3613078968383588,0.0013471466548314083,0.01278671108659413,"joy:96,sadness:55,fear:19",2000.0,2026.0
Руставели,18,4514,0.6052782040971976,0.46495338823783133,0.003351379221448827,-0.0037474194619296877,"joy:48,sadness:48,fear:24",,
Элджей,18,4336,0.44091079645959563,0.2716687988599267,0.0038714154144111274,0.016401387769626876,"joy:55,sadness:24,anger:9",2014.0,2025.0
Miyagi,17,6088,0.5225489870224518,0.3723564968678887,0.000823001674097152,0.04271502368606173,"joy:184,sadness:39,fear:7",2013.0,2026.0
Восточный округ,17,6846,0.5289949034499495,0.4015448766158632,0.014567174756002214,0.014408901235316737,"joy:47,sadness:18,anger:6",2010.0,2023.0
Krec,16,5490,0.5991645687346518,0.4536465897162596,0.00040907353635943796,0.018632287228475305,"joy:110,sadness:36,fear:22",2001.0,2024.0
Корж,16,4395,0.46276503547839004,0.2947624867599832,0.006893685466426061,0.023192272770374514,"joy:62,sadness:21,anger:8",2012.0,2026.0
Порнофильмы,16,3187,0.5710643745927293,0.4153925185637536,0.004867575198513314,0.022419376978418434,"joy:76,sadness:17,surprise:9",2014.0,2023.0
Dino MC47,15,4990,0.5197041203251175,0.3783384923187438,0.0024046271153981987,0.013574971303274026,"joy:64,sadness:40,anger:9",2008.0,2020.0
Feduk,15,4294,0.4961923692897016,0.33211498792465155,0.0031704834824869766,0.02199048535571256,"joy:123,sadness:24,anger:19",2018.0,2026.0
Yanix,15,5434,0.5633444143620354,0.42545438133047403,0.01280499386461687,0.004476569026598146,"joy:26,fear:12,anger:5",2014.0,2026.0
Грибы,15,4124,0.5313828999495238,0.36460656033326616,0.0010954361185422563,0.007597710522598772,"joy:48,sadness:12,fear:10",1984.0,2025.0
Паук,15,2505,0.4739474830402769,0.32968676583565487,0.0,0.03269447646701295,"joy:79,fear:37,surprise:8",2018.0,2025.0
Рэм Дига,15,5207,0.6548874664915132,0.5198442739196292,0.004598710922803449,0.0040692106030062345,"joy:48,sadness:27,fear:24",,
Триагрутрика,15,7307,0.5586724664922914,0.43223521219048966,0.004592095431359061,0.008855760577570006,"joy:55,sadness:12,anger:8",2010.0,2018.0
ЛСП,14,3628,0.5171865101425142,0.3466664382413172,0.00331002476646326,0.015108729951213956,"joy:53,sadness:9,disgust:8",2014.0,2025.0
ОУ74,14,4148,0.6752434769327612,0.5379212773422666,0.0031257101768941025,0.026473781536428105,"joy:48,anger:12,sadness:9",2011.0,2021.0
Lil Morty,13,4613,0.4321671776380042,0.27868575705778376,0.025400112682495528,0.006314742038776832,"joy:19,disgust:7,sadness:3",2017.0,2025.0
NTL,13,5221,0.5811336245886533,0.42990169746518264,0.004577829922388277,0.018782717476650616,"joy:43,sadness:34,surprise:10",,
gone.Fludd,13,3732,0.513073988427865,0.35089609411186845,0.0076949817458860145,0.010840495947032227,"joy:65,sadness:25,fear:12",2015.0,2025.0
Ак-47,13,5271,0.5628932836519385,0.4411601144052719,0.014588075366453538,0.009681582384709543,"joy:53,anger:10,sadness:10",2009.0,2023.0
Ассаи,13,3595,0.559034506588061,0.41173292169056747,0.00020903010033444816,0.03341292863469352,"joy:86,sadness:24,fear:17",2005.0,2026.0
Словетский,13,4188,0.5853896861956295,0.4417842704828502,0.004655178886338132,0.00852646029131366,"joy:21,fear:9,sadness:6",2012.0,2023.0
SALUKI,12,3993,0.4839124077373145,0.33019889896620336,0.007680923971110588,0.013602748534854046,"joy:50,sadness:14,fear:8",,
Каратель,12,4254,0.4904264727734682,0.3330105678768483,0.014391304212759264,0.02663466338805472,"joy:57,sadness:16,fear:13",2008.0,2025.0
Нигатив,12,4362,0.4941449202631761,0.36360097154146215,0.0016512319637208615,0.021129355724897315,"joy:88,sadness:28,fear:15",2013.0,2024.0
Русский,12,2341,0.46674872660808614,0.3129113298009218,0.0035984680349892876,0.02569966072116173,"joy:53,anger:16,sadness:13",2010.0,2025.0
IC3PEAK,11,2373,0.42577360042096224,0.23640309393402126,0.005194805194805195,-0.015537811391715216,"joy:38,fear:27,sadness:25",2017.0,2024.0
Витя АК-47,11,4300,0.5242123088167125,0.4024394405000596,0.024224890573837664,0.005245148084947062,"joy:30,disgust:26,fear:5",,
Вообще,11,3084,0.41895655357842704,0.2690593496826559,0.01796436509367467,0.00030741528324628435,"joy:37,fear:26,sadness:21",2015.0,2026.0
Джиз,11,2328,0.41055894148983846,0.23612025608487122,0.0010800332317917475,0.021953339701142723,"joy:36,fear:17,sadness:14",2009.0,2025.0
ИСН,11,2456,0.4659247938470583,0.3133525822405645,0.0036212721527932924,0.008092984926496972,"joy:39,sadness:19,fear:9",2017.0,2020.0
Лигалайз,11,4927,0.5040874955165594,0.37360176760428304,0.0018092125709825912,0.02442161531789608,"joy:66,fear:30,sadness:28",1999.0,2022.0
Рэм,11,3386,0.5195943227103181,0.3742642960934461,0.0009892339211826618,0.0075157054480311574,"joy:41,anger:14,sadness:9",,
Хаски,11,3945,0.4191200901975161,0.2865911382840894,0.0026946438468341736,-0.00377800438984808,"fear:57,joy:52,sadness:26",2017.0,2025.0
Agunda,10,1846,0.48181910754266355,0.28238602421217257,0.0,0.007147488334114424,"joy:28,sadness:28,anger:8",,
Andy Panda,10,3313,0.46970155678845504,0.30437859673918505,0.001368006039761765,0.028153289943569648,"joy:90,anger:12,sadness:6",2019.0,2022.0
Big Baby Tape,10,4408,0.5313387365997047,0.37385865733123635,0.006670875214828324,0.0053857944088354206,"joy:32,anger:5,disgust:3",2000.0,2026.0
Blago White,10,3923,0.45940627529424993,0.3047302093595855,0.009989435439758717,0.01149813363643885,"joy:49,fear:6,sadness:4",,
Instasamka,10,3134,0.4041119282602944,0.2678949081344605,0.0037635447491396975,7.130607772955142e-05,"joy:28,sadness:24,fear:8",2023.0,2026.0
L'One,10,3008,0.501899621682577,0.35113581688951084,0.000964693728731162,0.01822817723255928,"joy:51,sadness:17,fear:8",1978.0,2024.0
Lovv66,10,2736,0.40661813844032213,0.23754899186152242,0.00300807044637438,0.002485520325195835,"joy:26,anger:6,fear:6",,
T-Fest,10,3386,0.4138337048684348,0.23674331197257747,0.0027212581092338,0.01219022643893992,"joy:36,sadness:16,anger:6",2021.0,2025.0
Батарея,10,2486,0.4618174410864433,0.3091040041619312,0.0030805687203791466,0.008052577846783256,"joy:21,fear:19,sadness:14",2018.0,2024.0
Браток,10,2324,0.47770094161320964,0.3315581823179371,0.004999063653677744,0.015748448702119455,"joy:29,anger:12,sadness:7",2017.0,2025.0
Буерак,10,2104,0.36516555061788514,0.17200233039778406,0.0,0.0032019441167254687,"joy:43,sadness:17,fear:7",2007.0,2025.0
Гекто,10,2988,0.5657611571055792,0.42154008770798634,0.005962821302038427,0.00902986242631688,"joy:41,fear:12,sadness:10",2018.0,2026.0
Гречка,10,2201,0.43225650505003693,0.27205959409813685,0.001700890329885235,-0.0006229864320244916,"joy:37,sadness:9,anger:6",2019.0,2025.0
Домино,10,2871,0.45011703107587425,0.29587252892198473,0.0019878580747671156,0.011032496506050714,"joy:64,anger:33,fear:7",2007.0,2023.0
Монеточка,10,2989,0.4917375984977575,0.34323626984764943,0.0035082277992470275,0.004984612485885777,"joy:42,sadness:20,anger:13",2016.0,2024.0
Окси,10,2489,0.46283584856094606,0.29553230195224534,0.005471696734116372,0.01248701942451724,"joy:50,fear:11,anger:7",2024.0,2025.0
Скрудж,10,1243,0.5422150877588277,0.3376947634571696,0.0,0.010009649576595416,"joy:11,anger:1,sadness:1",2023.0,2023.0
Сфера,10,2465,0.5223745979334897,0.3557361577281033,0.0017204380642296877,0.005509777170594663,"joy:27,fear:6,sadness:6",2026.0,2026.0
Тайпан,10,2085,0.4197663085601932,0.24921968806423292,0.0,0.028273648448346306,"joy:48,sadness:23,fear:7",,
Тараканы!,10,1534,0.5493746831096222,0.41494543344257373,0.0,0.012845476036524505,"joy:30,anger:10,sadness:5",2016.0,2025.0
Тима Белорусских,10,3166,0.43989186251889956,0.2833032280118111,0.0015063076633402373,0.0135832449045762,"joy:25,sadness:11,fear:5",,
Узелок,10,2393,0.5244785490194929,0.36131476284839203,0.0002352941176470588,0.002061071656245393,"joy:37,sadness:23,anger:6",2019.0,2025.0
Хоми,10,2699,0.5356474932003197,0.38908804831645327,0.005237914033458701,0.012397963538406023,"joy:18,fear:10,anger:6",2017.0,2024.0
Хром,10,2922,0.4708233806455334,0.2904470205315135,0.001002532420548784,0.023474664503626123,"joy:53,sadness:22,fear:5",2021.0,2025.0
Чарли Z,10,2849,0.4881690654284741,0.31743279930877655,0.0005071578165294684,0.027289263475447217,"joy:105,sadness:29,anger:22",,
Aarne,9,3279,0.4301666541192064,0.273259016078622,0.007144667355412548,0.03207332732779436,"joy:37,anger:3,sadness:3",,
EK-Playaz,9,2173,0.677551069400022,0.5561191023340741,0.0013053006936673192,0.013814534496031258,"joy:25,surprise:4,anger:3",2003.0,2017.0
